timestamp,temp_motor,corriente,vibracion,presion,rpm
2025-01-02 13:29:00,75.5,11.8,0.0429,4.76,1765.0
2025-01-02 13:30:00,74.91,11.93,0.0462,4.87,1767.0
2025-01-02 13:31:00,75.17,12.12,0.0502,4.79,1744.0
2025-01-02 13:32:00,74.79,12.05,0.0415,4.87,1750.0
2025-01-02 13:33:00,74.64,11.74,0.0454,4.8,1753.0
2025-01-02 13:34:00,74.95,11.95,0.0519,4.71,1753.0
2025-01-02 13:35:00,74.83,12.14,0.0527,4.74,1729.0
2025-01-02 13:36:00,75.74,11.8,0.0417,4.8,1744.0
2025-01-02 13:37:00,75.2,11.85,0.0489,4.77,1764.0
2025-01-02 13:38:00,75.31,11.95,0.0413,4.79,1740.0
2025-01-02 13:39:00,75.4,11.97,0.041,4.82,1754.0
2025-01-02 13:40:00,75.42,11.78,0.0391,4.79,1764.0
2025-01-02 13:41:00,75.34,11.95,0.0439,4.81,1743.0
2025-01-02 13:42:00,74.34,11.94,0.05,4.78,1737.0
2025-01-02 13:43:00,75.06,12.3,0.043,4.81,1734.0
2025-01-02 13:44:00,74.77,11.71,0.0479,4.79,1754.0
2025-01-02 13:45:00,75.14,11.86,0.0444,4.86,1760.0
2025-01-02 13:46:00,74.79,12.11,0.0458,4.79,1766.0
2025-01-02 13:47:00,74.99,12.02,0.0433,4.8,1724.0
2025-01-02 13:48:00,74.78,12.02,0.0446,4.75,1735.0
2025-01-02 13:49:00,74.96,11.86,0.0425,4.73,1751.0
2025-01-02 13:50:00,74.89,11.74,0.0461,4.74,1757.0
2025-01-02 13:51:00,74.47,12.14,0.0483,4.89,1761.0
2025-01-02 13:52:00,75.32,11.95,0.0432,4.7,1774.0
2025-01-02 13:53:00,74.77,12.41,0.0501,4.66,1739.0
2025-01-02 13:54:00,75.15,12.15,0.0451,4.86,1755.0
2025-01-02 13:55:00,75.13,11.76,0.0454,4.8,1761.0
2025-01-02 13:56:00,74.86,12.03,0.045,4.82,1766.0
2025-01-02 13:57:00,75.06,11.92,0.0487,4.94,1758.0
2025-01-02 13:58:00,75.09,11.87,0.0477,4.71,1751.0
2025-01-02 13:59:00,75.29,11.87,0.0417,4.8,1752.0
2025-01-02 14:00:00,74.9,11.86,0.0427,4.79,1753.0
2025-01-02 14:01:00,74.66,11.71,0.0465,4.85,1742.0
2025-01-02 14:02:00,74.81,11.65,0.0455,4.76,1774.0
2025-01-02 14:03:00,74.6,11.82,0.0459,4.79,1769.0
2025-01-02 14:04:00,75.5,11.98,0.0497,4.84,1757.0
2025-01-02 14:05:00,74.85,12.01,0.0457,4.73,1743.0
2025-01-02 14:06:00,74.72,12.18,0.0378,4.81,1755.0
2025-01-02 14:07:00,74.82,11.56,0.044,4.85,1751.0
2025-01-02 14:08:00,74.99,11.81,0.0462,4.82,1731.0
2025-01-02 14:09:00,75.49,12.47,0.0509,4.81,1766.0
2025-01-02 14:10:00,75.03,11.96,0.043,4.87,1750.0
2025-01-02 14:11:00,74.83,12.11,0.0496,4.85,1753.0
2025-01-02 14:12:00,75.33,11.93,0.0432,4.81,1736.0
2025-01-02 14:13:00,75.04,11.97,0.0491,4.78,1758.0
2025-01-02 14:14:00,75.01,12.24,0.0423,4.85,1746.0
2025-01-02 14:15:00,74.84,12.1,0.0432,4.87,1735.0
2025-01-02 14:16:00,75.07,12.3,0.0477,4.78,1733.0
2025-01-02 14:17:00,74.82,12.06,0.0476,4.79,1765.0
2025-01-02 14:18:00,75.51,11.79,0.0465,4.78,1750.0
2025-01-02 14:19:00,74.75,11.99,0.0499,4.78,1728.0
2025-01-02 14:20:00,75.0,11.53,0.0442,4.75,1742.0
2025-01-02 14:21:00,74.91,11.83,0.0447,4.82,1723.0
2025-01-02 14:22:00,74.67,11.64,0.0486,4.81,1754.0
2025-01-02 14:23:00,75.3,11.93,0.047,4.79,1755.0
2025-01-02 14:24:00,75.07,11.98,0.0422,4.66,1744.0
2025-01-02 14:25:00,74.62,12.0,0.0422,4.79,1778.0
2025-01-02 14:26:00,75.3,12.03,0.0459,4.81,1766.0
2025-01-02 14:27:00,74.7,11.92,0.0474,4.8,1770.0
2025-01-02 14:28:00,74.84,11.89,0.0422,4.71,1754.0
2025-01-02 14:29:00,74.52,12.32,0.043,4.74,1784.0
2025-01-02 14:30:00,74.93,11.95,0.044,4.88,1751.0
2025-01-02 14:31:00,74.64,12.06,0.0482,4.83,1748.0
2025-01-02 14:32:00,74.59,12.0,0.0513,4.82,1782.0
2025-01-02 14:33:00,74.79,12.27,0.0485,4.78,1740.0
2025-01-02 14:34:00,75.08,11.96,0.0468,4.88,1764.0
2025-01-02 14:35:00,75.0,11.93,0.0431,4.76,1773.0
2025-01-02 14:36:00,74.37,12.09,0.0445,4.83,1726.0
2025-01-02 14:37:00,74.94,12.05,0.0488,4.85,1768.0
2025-01-02 14:38:00,75.27,11.78,0.0493,4.82,1752.0
2025-01-02 14:39:00,75.15,11.96,0.0451,4.77,1748.0
2025-01-02 14:40:00,75.04,11.75,0.0411,4.81,1768.0
2025-01-02 14:41:00,90.49,14.95,0.2428,4.82,1753.0
2025-01-02 14:42:00,74.83,12.09,0.0461,4.83,1767.0
2025-01-02 14:43:00,75.04,12.14,0.0435,4.75,1763.0
2025-01-02 14:44:00,74.66,11.95,0.0425,4.83,1728.0
2025-01-02 14:45:00,74.88,11.94,0.0479,4.8,1760.0
2025-01-02 14:46:00,74.84,11.9,0.0427,4.85,1748.0
2025-01-02 14:47:00,75.45,11.84,0.0421,4.76,1754.0
2025-01-02 14:48:00,74.87,11.98,0.0441,4.78,1749.0
2025-01-02 14:49:00,75.08,11.85,0.0453,4.84,1736.0
2025-01-02 14:50:00,75.0,12.24,0.0484,4.81,1761.0
2025-01-02 14:51:00,75.28,12.12,0.0421,4.79,1694.0
2025-01-02 14:52:00,74.93,12.35,0.0511,4.83,1758.0
2025-01-02 14:53:00,75.23,12.16,0.0426,4.88,1735.0
2025-01-02 14:54:00,89.71,14.76,0.2446,4.72,1736.0
2025-01-02 14:55:00,74.92,12.3,0.0403,4.94,1764.0
2025-01-02 14:56:00,74.78,12.15,0.0428,4.77,1774.0
2025-01-02 14:57:00,74.7,11.67,0.0469,4.78,1746.0
2025-01-02 14:58:00,75.11,12.43,0.042,4.82,1725.0
2025-01-02 14:59:00,74.76,12.1,0.0437,4.77,1718.0
2025-01-02 15:00:00,74.61,11.98,0.0462,4.88,1753.0
2025-01-02 15:01:00,75.12,11.94,0.0449,4.89,1754.0
2025-01-02 15:02:00,75.17,12.21,0.0475,4.79,1774.0
2025-01-02 15:03:00,75.07,12.03,0.0458,4.78,1743.0
2025-01-02 15:04:00,73.99,12.5,0.0446,4.8,1752.0
2025-01-02 15:05:00,75.24,12.15,0.0485,4.87,1759.0
2025-01-02 15:06:00,75.04,11.87,0.0463,4.88,1749.0
2025-01-02 15:07:00,75.01,11.86,0.0488,4.8,1752.0
2025-01-02 15:08:00,75.61,12.31,0.0465,4.82,1762.0
2025-01-02 15:09:00,74.98,12.15,0.0453,4.78,1754.0
2025-01-02 15:10:00,74.79,12.01,0.0384,4.78,1747.0
2025-01-02 15:11:00,74.85,11.85,0.0443,4.76,1739.0
2025-01-02 15:12:00,75.14,11.57,0.0457,4.83,1753.0
2025-01-02 15:13:00,74.98,11.93,0.0463,4.73,1763.0
2025-01-02 15:14:00,75.38,12.24,0.0431,4.78,1748.0
2025-01-02 15:15:00,74.42,12.07,0.044,4.81,1717.0
2025-01-02 15:16:00,75.17,11.86,0.0421,4.83,1774.0
2025-01-02 15:17:00,74.82,12.13,0.0439,4.77,1736.0
2025-01-02 15:18:00,74.94,11.73,0.0416,4.77,1749.0
2025-01-02 15:19:00,75.02,12.12,0.0454,4.84,1756.0
2025-01-02 15:20:00,75.2,11.91,0.0448,4.88,1735.0
2025-01-02 15:21:00,74.34,11.87,0.0439,4.78,1763.0
2025-01-02 15:22:00,74.81,11.56,0.0412,4.8,1753.0
2025-01-02 15:23:00,74.79,11.8,0.0429,4.75,1747.0
2025-01-02 15:24:00,74.95,12.2,0.0451,4.82,1743.0
2025-01-02 15:25:00,74.58,11.86,0.0454,4.8,1751.0
2025-01-02 15:26:00,75.33,12.18,0.0441,4.84,1770.0
2025-01-02 15:27:00,75.19,12.44,0.0459,4.75,1741.0
2025-01-02 15:28:00,75.06,12.19,0.0478,4.78,1767.0
2025-01-02 15:29:00,75.03,11.97,0.0466,4.86,1766.0
2025-01-02 15:30:00,74.41,12.04,0.0457,4.77,1760.0
2025-01-02 15:31:00,74.69,11.93,0.0456,4.83,1735.0
2025-01-02 15:32:00,75.32,12.47,0.0459,4.87,1737.0
2025-01-02 15:33:00,75.4,11.97,0.0405,4.71,1712.0
2025-01-02 15:34:00,74.57,11.93,0.0436,4.84,1735.0
2025-01-02 15:35:00,74.94,11.71,0.0473,4.82,1785.0
2025-01-02 15:36:00,74.84,12.01,0.0464,4.67,1769.0
2025-01-02 15:37:00,75.44,12.35,0.0429,4.8,1763.0
2025-01-02 15:38:00,75.03,12.04,0.0438,4.81,1728.0
2025-01-02 15:39:00,75.02,11.76,0.0475,4.84,1751.0
2025-01-02 15:40:00,75.34,12.02,0.0436,4.84,1746.0
2025-01-02 15:41:00,75.2,11.96,0.041,4.76,1759.0
2025-01-02 15:42:00,75.36,12.01,0.0441,4.78,1748.0
2025-01-02 15:43:00,75.1,11.82,0.0486,4.81,1747.0
2025-01-02 15:44:00,80.5,11.77,0.3445,4.75,1761.0
2025-01-02 15:45:00,75.48,11.84,0.0482,4.81,1741.0
2025-01-02 15:46:00,75.46,11.81,0.047,4.84,1761.0
2025-01-02 15:47:00,75.08,12.04,0.0446,4.81,1764.0
2025-01-02 15:48:00,75.23,12.06,0.0426,4.73,1729.0
2025-01-02 15:49:00,75.39,12.08,0.0426,4.87,1756.0
2025-01-02 15:50:00,74.85,11.88,0.0449,4.87,1761.0
2025-01-02 15:51:00,74.74,12.26,0.0411,4.79,1731.0
2025-01-02 15:52:00,74.58,12.61,0.0409,4.84,1758.0
2025-01-02 15:53:00,75.0,11.63,0.046,4.81,1748.0
2025-01-02 15:54:00,75.21,11.82,0.0411,4.82,1747.0
2025-01-02 15:55:00,74.46,12.2,0.051,4.82,1758.0
2025-01-02 15:56:00,89.57,14.67,0.2442,4.83,1742.0
2025-01-02 15:57:00,75.02,12.33,0.0444,4.76,1729.0
2025-01-02 15:58:00,73.86,12.35,0.0493,4.78,1748.0
2025-01-02 15:59:00,74.74,12.06,0.0491,4.81,1746.0
2025-01-02 16:00:00,75.04,11.89,0.0437,4.82,1707.0
2025-01-02 16:01:00,74.57,11.7,0.0427,4.79,1760.0
2025-01-02 16:02:00,74.97,11.81,0.0444,4.77,1753.0
2025-01-02 16:03:00,75.24,12.46,0.0507,4.81,1745.0
2025-01-02 16:04:00,75.49,12.27,0.042,4.84,1757.0
2025-01-02 16:05:00,75.9,11.58,0.0457,4.82,1740.0
2025-01-02 16:06:00,74.85,11.96,0.0513,4.88,1761.0
2025-01-02 16:07:00,74.82,11.96,0.0468,4.84,1745.0
2025-01-02 16:08:00,74.55,11.84,0.0425,4.77,1791.0
2025-01-02 16:09:00,75.15,11.83,0.0455,4.76,1753.0
2025-01-02 16:10:00,75.06,12.15,0.0425,4.74,1773.0
2025-01-02 16:11:00,75.05,11.63,0.0464,4.82,1729.0
2025-01-02 16:12:00,75.2,11.78,0.0513,4.91,1771.0
2025-01-02 16:13:00,75.25,12.26,0.0435,4.79,1749.0
2025-01-02 16:14:00,74.55,12.12,0.0465,4.83,1754.0
2025-01-02 16:15:00,75.18,11.69,0.0451,4.87,1714.0
2025-01-02 16:16:00,74.91,11.98,0.0487,4.73,1744.0
2025-01-02 16:17:00,75.02,12.21,0.0459,4.74,1719.0
2025-01-02 16:18:00,74.74,12.17,0.0438,4.81,1756.0
2025-01-02 16:19:00,75.48,12.08,0.0451,4.74,1728.0
2025-01-02 16:20:00,74.41,12.02,0.043,4.87,1749.0
2025-01-02 16:21:00,75.68,11.85,0.0428,4.71,1766.0
2025-01-02 16:22:00,75.51,11.77,0.0515,4.67,1753.0
2025-01-02 16:23:00,80.02,11.63,0.3432,4.87,1752.0
2025-01-02 16:24:00,74.94,11.92,0.0451,4.8,1725.0
2025-01-02 16:25:00,75.04,12.16,0.0446,4.83,1735.0
2025-01-02 16:26:00,75.05,11.94,0.0403,4.75,1766.0
2025-01-02 16:27:00,75.52,11.82,0.0404,4.8,1748.0
2025-01-02 16:28:00,74.78,11.99,0.0507,4.74,1745.0
2025-01-02 16:29:00,74.99,11.88,0.0486,4.68,1728.0
2025-01-02 16:30:00,75.45,11.82,0.0403,4.77,1738.0
2025-01-02 16:31:00,74.82,12.04,0.0456,4.8,1785.0
2025-01-02 16:32:00,75.17,12.02,0.0436,4.84,1767.0
2025-01-02 16:33:00,74.99,12.07,0.0463,4.94,1758.0
2025-01-02 16:34:00,74.78,12.02,0.042,4.84,1760.0
2025-01-02 16:35:00,75.19,12.31,0.0458,4.74,1761.0
2025-01-02 16:36:00,75.01,11.75,0.0483,4.87,1759.0
2025-01-02 16:37:00,74.84,12.1,0.0438,4.8,1751.0
2025-01-02 16:38:00,75.56,12.25,0.0427,4.8,1754.0
2025-01-02 16:39:00,75.04,11.8,0.0527,4.79,1725.0
2025-01-02 16:40:00,74.95,11.98,0.0424,4.69,1742.0
2025-01-02 16:41:00,75.09,11.93,0.0427,4.81,1736.0
2025-01-02 16:42:00,74.96,11.79,0.0471,4.85,1747.0
2025-01-02 16:43:00,74.17,12.2,0.0422,4.81,1750.0
2025-01-02 16:44:00,75.2,11.96,0.0458,4.8,1758.0
2025-01-02 16:45:00,74.6,12.21,0.0456,4.86,1742.0
2025-01-02 16:46:00,75.0,11.65,0.0434,4.77,1758.0
2025-01-02 16:47:00,75.14,11.7,0.0465,4.8,1765.0
2025-01-02 16:48:00,75.04,11.9,0.0428,4.71,1759.0
2025-01-02 16:49:00,74.84,11.92,0.0405,4.83,1768.0
2025-01-02 16:50:00,75.05,12.07,0.0391,4.83,1736.0
2025-01-02 16:51:00,75.29,12.14,0.0457,4.77,1737.0
2025-01-02 16:52:00,74.73,12.01,0.047,4.82,1785.0
2025-01-02 16:53:00,75.3,11.97,0.0451,4.77,1723.0
2025-01-02 16:54:00,74.77,12.25,0.0474,4.78,1777.0
2025-01-02 16:55:00,75.09,11.67,0.0488,4.87,1759.0
2025-01-02 16:56:00,74.68,11.89,0.0455,4.83,1752.0
2025-01-02 16:57:00,75.15,12.39,0.0393,4.84,1749.0
2025-01-02 16:58:00,75.14,12.0,0.0405,4.74,1763.0
2025-01-02 16:59:00,74.52,12.0,0.0432,4.74,1724.0
2025-01-02 17:00:00,75.24,11.8,0.0414,4.86,1738.0
2025-01-02 17:01:00,74.85,12.04,0.046,4.77,1756.0
2025-01-02 17:02:00,74.67,11.96,0.041,4.88,1726.0
2025-01-02 17:03:00,74.94,11.81,0.0502,4.82,1753.0
2025-01-02 17:04:00,75.02,11.91,0.0395,4.76,1773.0
2025-01-02 17:05:00,74.78,12.09,0.0466,4.74,1732.0
2025-01-02 17:06:00,74.91,11.86,0.0483,4.81,1760.0
2025-01-02 17:07:00,75.03,12.35,0.0427,4.83,1756.0
2025-01-02 17:08:00,75.01,12.05,0.0513,4.86,1749.0
2025-01-02 17:09:00,75.38,12.33,0.0428,4.84,1744.0
2025-01-02 17:10:00,74.99,11.83,0.0515,4.85,1757.0
2025-01-02 17:11:00,75.1,11.83,0.0443,4.81,1739.0
2025-01-02 17:12:00,74.93,12.11,0.0444,4.91,1741.0
2025-01-02 17:13:00,74.68,12.11,0.0439,4.85,1757.0
2025-01-02 17:14:00,75.02,11.95,0.0507,4.8,1731.0
2025-01-02 17:15:00,74.75,12.02,0.045,4.76,1784.0
2025-01-02 17:16:00,75.15,12.06,0.0499,4.93,1759.0
2025-01-02 17:17:00,75.03,11.85,0.0472,4.87,1751.0
2025-01-02 17:18:00,74.72,12.02,0.04,4.8,1737.0
2025-01-02 17:19:00,74.9,12.09,0.0477,4.72,1774.0
2025-01-02 17:20:00,75.53,11.65,0.0439,4.92,1756.0
2025-01-02 17:21:00,75.28,11.72,0.0412,4.72,1744.0
2025-01-02 17:22:00,75.16,12.1,0.0435,4.75,1774.0
2025-01-02 17:23:00,75.46,12.13,0.047,4.86,1766.0
2025-01-02 17:24:00,75.32,11.97,0.0451,4.96,1783.0
2025-01-02 17:25:00,75.4,11.91,0.0379,4.77,1745.0
2025-01-02 17:26:00,75.02,11.56,0.0425,4.82,1741.0
2025-01-02 17:27:00,74.96,12.41,0.0428,4.81,1757.0
2025-01-02 17:28:00,75.3,11.97,0.0443,4.78,1752.0
2025-01-02 17:29:00,74.66,11.82,0.044,4.75,1752.0
2025-01-02 17:30:00,75.07,11.88,0.0426,4.81,1791.0
2025-01-02 17:31:00,74.59,12.1,0.0435,4.73,1751.0
2025-01-02 17:32:00,75.47,12.29,0.0456,4.81,1741.0
2025-01-02 17:33:00,74.71,11.58,0.0461,4.8,1748.0
2025-01-02 17:34:00,75.13,12.11,0.0471,4.86,1765.0
2025-01-02 17:35:00,74.85,12.03,0.0414,4.8,1731.0
2025-01-02 17:36:00,74.97,11.84,0.0443,4.75,1753.0
2025-01-02 17:37:00,75.67,12.04,0.0485,4.8,1747.0
2025-01-02 17:38:00,75.15,11.93,0.0449,4.84,1744.0
2025-01-02 17:39:00,75.52,11.9,0.0445,4.79,1733.0
2025-01-02 17:40:00,74.96,12.01,0.0402,4.81,1762.0
2025-01-02 17:41:00,74.8,11.76,0.0424,4.83,1764.0
2025-01-02 17:42:00,74.71,11.63,0.0497,4.82,1763.0
2025-01-02 17:43:00,75.12,11.64,0.0523,4.74,1734.0
2025-01-02 17:44:00,75.08,11.81,0.043,4.83,1749.0
2025-01-02 17:45:00,74.66,12.22,0.0431,4.75,1742.0
2025-01-02 17:46:00,74.94,12.19,0.0452,4.79,1732.0
2025-01-02 17:47:00,74.64,12.14,0.0497,4.73,1783.0
2025-01-02 17:48:00,75.09,11.89,0.0437,4.74,1768.0
2025-01-02 17:49:00,74.92,12.18,0.0479,4.7,1754.0
2025-01-02 17:50:00,75.5,11.75,0.0455,4.78,1783.0
2025-01-02 17:51:00,75.02,12.01,0.0513,4.72,1760.0
2025-01-02 17:52:00,74.32,12.29,0.0418,4.71,1752.0
2025-01-02 17:53:00,75.31,12.32,0.0401,4.87,1736.0
2025-01-02 17:54:00,74.76,12.09,0.0424,4.81,1744.0
2025-01-02 17:55:00,75.25,12.21,0.0437,4.82,1745.0
2025-01-02 17:56:00,75.0,11.87,0.0429,4.77,1767.0
2025-01-02 17:57:00,75.21,11.79,0.0465,4.86,1752.0
2025-01-02 17:58:00,74.93,11.86,0.0452,4.81,1726.0
2025-01-02 17:59:00,75.47,12.0,0.0463,4.74,1767.0
2025-01-02 18:00:00,70.25,10.13,0.0255,4.5,1504.0
2025-01-02 18:01:00,69.71,10.36,0.0207,4.51,1508.0
2025-01-02 18:02:00,69.82,9.76,0.0265,4.38,1520.0
2025-01-02 18:03:00,69.95,10.04,0.0199,4.35,1498.0
2025-01-02 18:04:00,70.01,9.75,0.0291,4.56,1483.0
2025-01-02 18:05:00,70.16,10.22,0.0275,4.51,1528.0
2025-01-02 18:06:00,70.44,9.98,0.0246,4.52,1484.0
2025-01-02 18:07:00,69.52,9.99,0.0205,4.44,1492.0
2025-01-02 18:08:00,69.82,10.17,0.0241,4.54,1490.0
2025-01-02 18:09:00,70.25,9.83,0.0198,4.41,1494.0
2025-01-02 18:10:00,70.23,9.79,0.0285,4.53,1524.0
2025-01-02 18:11:00,69.63,9.99,0.0282,4.49,1495.0
2025-01-02 18:12:00,69.75,9.79,0.0236,4.53,1494.0
2025-01-02 18:13:00,70.49,9.89,0.0247,4.5,1486.0
2025-01-02 18:14:00,69.75,10.16,0.0248,4.41,1496.0
2025-01-02 18:15:00,69.86,10.03,0.0201,4.58,1510.0
2025-01-02 18:16:00,69.72,10.26,0.0244,4.57,1492.0
2025-01-02 18:17:00,69.67,10.08,0.033,4.49,1492.0
2025-01-02 18:18:00,70.36,9.79,0.0233,4.52,1485.0
2025-01-02 18:19:00,70.21,10.38,0.0244,4.41,1495.0
2025-01-02 18:20:00,70.34,9.83,0.0173,4.49,1493.0
2025-01-02 18:21:00,69.88,9.94,0.0232,4.63,1508.0
2025-01-02 18:22:00,70.4,10.21,0.028,4.54,1501.0
2025-01-02 18:23:00,69.9,9.64,0.0288,4.57,1473.0
2025-01-02 18:24:00,70.08,9.99,0.0315,4.54,1495.0
2025-01-02 18:25:00,69.77,10.34,0.0222,4.51,1479.0
2025-01-02 18:26:00,69.6,9.88,0.0182,4.46,1467.0
2025-01-02 18:27:00,69.98,10.07,0.023,4.48,1508.0
2025-01-02 18:28:00,70.26,10.12,0.0235,4.43,1510.0
2025-01-02 18:29:00,69.99,9.94,0.0305,4.44,1506.0
2025-01-02 18:30:00,70.18,10.08,0.0263,4.48,1499.0
2025-01-02 18:31:00,70.37,9.94,0.0241,4.49,1510.0
2025-01-02 18:32:00,69.79,9.97,0.0256,4.57,1506.0
2025-01-02 18:33:00,69.57,10.12,0.0225,4.52,1470.0
2025-01-02 18:34:00,69.24,9.9,0.0286,4.58,1492.0
2025-01-02 18:35:00,70.06,9.93,0.0241,4.58,1486.0
2025-01-02 18:36:00,70.18,9.96,0.0275,4.41,1501.0
2025-01-02 18:37:00,70.17,10.14,0.0236,4.45,1513.0
2025-01-02 18:38:00,69.93,10.24,0.0286,4.41,1510.0
2025-01-02 18:39:00,69.88,9.97,0.0179,4.5,1473.0
2025-01-02 18:40:00,70.05,10.15,0.02,4.48,1495.0
2025-01-02 18:41:00,70.12,10.05,0.0275,4.47,1493.0
2025-01-02 18:42:00,70.08,10.15,0.0245,4.54,1515.0
2025-01-02 18:43:00,70.03,10.31,0.0295,4.52,1477.0
2025-01-02 18:44:00,69.88,9.8,0.0243,4.54,1506.0
2025-01-02 18:45:00,69.93,9.81,0.0245,4.48,1515.0
2025-01-02 18:46:00,70.03,9.59,0.0273,4.47,1492.0
2025-01-02 18:47:00,69.9,9.7,0.0234,4.52,1507.0
2025-01-02 18:48:00,70.63,9.88,0.0275,4.51,1496.0
2025-01-02 18:49:00,70.24,10.22,0.0304,4.43,1501.0
2025-01-02 18:50:00,70.14,9.76,0.0165,4.53,1477.0
2025-01-02 18:51:00,69.96,10.06,0.0263,4.6,1490.0
2025-01-02 18:52:00,69.6,10.19,0.0269,4.48,1488.0
2025-01-02 18:53:00,70.43,10.08,0.0238,4.51,1530.0
2025-01-02 18:54:00,69.94,10.23,0.0235,4.53,1500.0
2025-01-02 18:55:00,70.51,9.99,0.0203,4.55,1495.0
2025-01-02 18:56:00,69.98,10.31,0.0218,4.42,1512.0
2025-01-02 18:57:00,69.76,9.99,0.0262,4.53,1486.0
2025-01-02 18:58:00,69.53,10.47,0.0254,4.46,1494.0
2025-01-02 18:59:00,70.1,9.9,0.0279,4.5,1514.0
2025-01-02 19:00:00,70.24,9.82,0.0296,4.47,1491.0
2025-01-02 19:01:00,70.3,10.17,0.0219,4.51,1486.0
2025-01-02 19:02:00,70.09,10.15,0.0238,4.46,1494.0
2025-01-02 19:03:00,70.53,10.46,0.0256,4.54,1503.0
2025-01-02 19:04:00,69.66,10.09,0.0269,4.44,1506.0
2025-01-02 19:05:00,69.46,9.8,0.017,4.53,1501.0
2025-01-02 19:06:00,69.68,9.72,0.0282,4.47,1503.0
2025-01-02 19:07:00,69.83,10.13,0.0206,4.5,1502.0
2025-01-02 19:08:00,70.32,9.97,0.0286,4.52,1491.0
2025-01-02 19:09:00,70.26,10.05,0.0229,4.55,1513.0
2025-01-02 19:10:00,70.42,10.27,0.0285,4.58,1483.0
2025-01-02 19:11:00,69.52,10.0,0.0308,4.5,1473.0
2025-01-02 19:12:00,70.34,9.39,0.0259,4.44,1490.0
2025-01-02 19:13:00,70.09,9.56,0.0238,4.47,1494.0
2025-01-02 19:14:00,69.63,10.28,0.0219,4.54,1537.0
2025-01-02 19:15:00,69.81,10.01,0.0253,4.53,1489.0
2025-01-02 19:16:00,69.6,10.01,0.0241,4.5,1526.0
2025-01-02 19:17:00,69.82,10.35,0.0288,4.52,1502.0
2025-01-02 19:18:00,69.69,9.62,0.0274,4.49,1477.0
2025-01-02 19:19:00,69.49,9.83,0.0261,4.52,1478.0
2025-01-02 19:20:00,69.52,10.06,0.0199,4.49,1505.0
2025-01-02 19:21:00,70.14,10.12,0.0213,4.49,1485.0
2025-01-02 19:22:00,70.71,9.9,0.0237,4.5,1489.0
2025-01-02 19:23:00,70.25,10.01,0.0254,4.47,1466.0
2025-01-02 19:24:00,70.15,9.68,0.0197,4.53,1510.0
2025-01-02 19:25:00,70.14,10.2,0.0235,4.4,1511.0
2025-01-02 19:26:00,70.01,9.95,0.0227,4.5,1501.0
2025-01-02 19:27:00,70.0,9.96,0.0239,4.49,1505.0
2025-01-02 19:28:00,70.74,10.39,0.0282,4.48,1505.0
2025-01-02 19:29:00,69.85,9.59,0.0248,4.5,1503.0
2025-01-02 19:30:00,69.8,10.42,0.0248,4.46,1488.0
2025-01-02 19:31:00,69.85,9.74,0.0239,4.5,1495.0
2025-01-02 19:32:00,70.27,10.12,0.0243,4.5,1492.0
2025-01-02 19:33:00,70.15,9.86,0.0249,4.56,1480.0
2025-01-02 19:34:00,70.07,10.06,0.0253,4.53,1505.0
2025-01-02 19:35:00,70.07,10.22,0.0224,4.49,1504.0
2025-01-02 19:36:00,70.29,10.05,0.0231,4.45,1491.0
2025-01-02 19:37:00,69.66,10.07,0.026,4.47,1519.0
2025-01-02 19:38:00,69.95,9.84,0.0212,4.53,1525.0
2025-01-02 19:39:00,69.69,10.45,0.0236,4.52,1515.0
2025-01-02 19:40:00,69.83,9.85,0.0234,4.56,1484.0
2025-01-02 19:41:00,70.25,9.58,0.026,4.55,1516.0
2025-01-02 19:42:00,69.52,10.35,0.0272,4.53,1528.0
2025-01-02 19:43:00,69.57,10.33,0.0295,4.6,1525.0
2025-01-02 19:44:00,70.25,10.12,0.0257,4.53,1484.0
2025-01-02 19:45:00,70.5,9.83,0.0246,4.48,1470.0
2025-01-02 19:46:00,70.02,9.88,0.0239,4.44,1493.0
2025-01-02 19:47:00,70.1,9.9,0.0217,4.49,1509.0
2025-01-02 19:48:00,70.14,10.49,0.0221,4.56,1499.0
2025-01-02 19:49:00,69.68,10.06,0.0285,4.47,1475.0
2025-01-02 19:50:00,69.45,10.22,0.0326,4.42,1497.0
2025-01-02 19:51:00,70.02,10.07,0.0271,4.43,1525.0
2025-01-02 19:52:00,70.14,9.73,0.0236,4.53,1481.0
2025-01-02 19:53:00,69.96,10.09,0.0259,4.44,1493.0
2025-01-02 19:54:00,70.37,10.33,0.0259,4.51,1479.0
2025-01-02 19:55:00,70.4,9.95,0.0237,4.45,1508.0
2025-01-02 19:56:00,70.61,10.2,0.0281,4.57,1473.0
2025-01-02 19:57:00,70.14,10.22,0.0261,4.47,1511.0
2025-01-02 19:58:00,70.14,9.86,0.0237,4.44,1482.0
2025-01-02 19:59:00,70.8,9.8,0.0244,4.42,1527.0
2025-01-02 20:00:00,70.09,9.97,0.0192,4.45,1538.0
2025-01-02 20:01:00,70.03,9.79,0.0289,4.42,1483.0
2025-01-02 20:02:00,69.98,9.89,0.0254,4.53,1488.0
2025-01-02 20:03:00,70.3,9.88,0.0305,4.45,1489.0
2025-01-02 20:04:00,70.75,10.14,0.0196,4.57,1493.0
2025-01-02 20:05:00,69.5,9.74,0.028,4.53,1504.0
2025-01-02 20:06:00,70.19,10.44,0.0231,4.47,1470.0
2025-01-02 20:07:00,70.0,10.03,0.0218,4.54,1509.0
2025-01-02 20:08:00,69.8,10.0,0.027,4.46,1511.0
